X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13621956.65,4951426.779,2724,08FG3545,Aug-24,2008/11/07 00:00:00+00,844,Inland,Fresh Water,Yes,Sacramento River,Unincorporated county area,Shasta,40.585719,-122.368105
-13621981.99,4582252.23,2725,08FG1709,Aug-40,2008/05/12 00:00:00+00,1150,Marine,Marine,Yes,San Francisco Bay,Richmond,Contra Costa,38.02,-122.368333
-13622021.29,4568712.188,2726,08FG3376,Aug-89,2008/10/21 00:00:00+00,1315,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.924116,-122.368686
-13622028.08,4568872.22,2727,08FG3447,Aug-67,2008/10/28 00:00:00+00,915,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.92525,-122.368747
-13622050.01,4568871.373,2728,08FG1397,Aug-34,2008/04/11 00:00:00+00,2035,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.925244,-122.368944
-13622086.52,4568293.209,2729,08FG3914,Aug-56,2008/12/12 00:00:00+00,900,Marine,Marine,Yes,Richmond Inner Harbor,Richmond,Contra Costa,37.921147,-122.369272
-13622108.12,4568292.363,2730,08FG0802,08-1402,2008/02/18 00:00:00+00,915,Marine,Marine,Yes,"Richmond Inner Harbor, Tributary of San Francisco",Richmond,Contra Costa,37.921141,-122.369466
-13622126.71,4568322.985,2731,08FG3358,Aug-33,2008/10/19 00:00:00+00,830,Marine,Marine,Yes,"SF Bay, Santa Fe Channel",Richmond,Contra Costa,37.921358,-122.369633
-13622242.74,4955655.711,2732,08FG3860,Aug-43,2008/12/07 00:00:00+00,1930,Inland,Fresh Water,Yes,Boulder Creek,Redding,Shasta,40.614563,-122.370675
-13622250.71,4552114.858,2733,08FG1531,Aug-56,2008/04/26 00:00:00+00,1130,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.806411,-122.370747
-13622265.52,4518873.081,2734,08FG0506,08-0842,2008/01/25 00:00:00+00,2200,Inland,Fresh Water,Yes,Reddington Creek,Hillsborough,San Mateo,37.570102,-122.37088
-13622270.75,4518133.512,2735,08FG2869,Aug-49,2008/08/30 00:00:00+00,700,Inland,Fresh Water,Yes,drainage channel to a dry creek,Hillsborough,San Mateo,37.564836,-122.370927
-13622297.02,4517292.889,2736,08FG2888,Aug-76,2008/08/31 00:00:00+00,1600,Inland,Fresh Water,Yes,"Storm Drain, runs to an unknown dry creek",Hillsborough,San Mateo,37.55885,-122.371163
-13622325.9,4950380.824,2737,08FG1432,Aug-21,2008/04/15 00:00:00+00,1535,Inland,Fresh Water,Yes,Storm Drain-contained in the storm drain,Redding,Shasta,40.578583,-122.371422
-13622353.02,4576483.786,2738,08FG1779,Aug-93,2008/05/17 00:00:00+00,2218,Marine,Marine,Yes,Richmond Break Wall,Richmond,Contra Costa,37.979166,-122.371666
-13622353.02,4531084.785,2739,08FG3054,Aug-93,2008/09/17 00:00:00+00,1140,Marine,Marine,Yes,S.F. Bay,San Francisco,San Mateo,37.657,-122.371666
-13622372.83,4568713.458,2740,08FG2706,Aug-76,2008/08/16 00:00:00+00,800,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.924125,-122.371844
-13622378.73,4517078.32,2741,08FG2886,Aug-74,2008/08/31 00:00:00+00,1300,Inland,Fresh Water,Yes,"Storm Drain, runs to an unknown dry creek",Hillsborough,San Mateo,37.557322,-122.371897
-13622414.91,4524478.142,2742,08FG2072,Aug-53,2008/06/16 00:00:00+00,523,Marine,Marine,Yes,Storm Drain leading to unknown location,Millbrea,San Mateo,37.61,-122.372222
-13622476.69,4542918.455,2743,08FG0581,08-0965,2008/01/31 00:00:00+00,1400,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.741111,-122.372777
-13622819.67,4527287.001,2744,08FG0048,08-0050,2008/01/04 00:00:00+00,809,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.629986,-122.375858
-13622870.99,4574903.019,2745,08FG1639,Aug-72,2008/05/05 00:00:00+00,620,Inland,Fresh Water,Yes,San Pablo Bay,Richmond,Contra Costa,37.967972,-122.376319
-13622875.66,4542861.724,2746,08FG2398,Aug-58,2008/07/18 00:00:00+00,615,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.740708,-122.376361
-13622911.84,4542815.974,2747,08FG2684,Aug-27,2008/08/14 00:00:00+00,1600,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.740383,-122.376686
-13623120.23,4519949.523,2748,08FG0134,08-0185,2008/01/04 00:00:00+00,1100,Inland,Fresh Water,Yes,Easton Creek,Burlingame,San Mateo,37.577766,-122.378558
-13623124.57,4532106.096,2749,08FG0080,08-0104,2008/01/04 00:00:00+00,830,Marine,Marine,Yes,San Francisco Bay,South San Francisco,San Mateo,37.664263,-122.378597
-13623166.87,4533156.196,2750,08FG3742,Aug-86,2008/11/26 00:00:00+00,800,Marine,Marine,Yes,San Francisco Bay,Brisbane,San Mateo,37.67173,-122.378977
-13623179.9,4552960.969,2751,08FG3440,Aug-55,2008/10/27 00:00:00+00,1430,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.812416,-122.379094
-13623193.81,4522257.702,2752,08FG0135,08-0186,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,El Portol Channel,Burlingame,San Mateo,37.594197,-122.379219
-13623264.28,4533265.614,2753,08FG4007,Aug-65,2008/12/21 00:00:00+00,1630,Marine,Marine,Yes,Brisbane Marina > San Francisco Bay,Brisbane,San Mateo,37.672508,-122.379852
-13623308.29,4949738.003,2754,08FG0615,08-1027,2008/02/02 00:00:00+00,2215,Inland,Fresh Water,Yes,Storm Drain/Churn Creek,Redding,Shasta,40.574197,-122.380247
-13623350.55,4523190.474,2755,08FG0152,08-0220,2008/01/04 00:00:00+00,930,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.600836,-122.380627
-13623404.43,4545421.241,2756,08FG1472,Aug-23,2008/04/20 00:00:00+00,1000,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.758888,-122.381111
-13623458.87,4547584.79,2757,08FG3261,Aug-52,2008/10/07 00:00:00+00,1025,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.774252,-122.3816
-13623478.57,4547623.52,2758,08FG2159,Aug-87,2008/06/24 00:00:00+00,700,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.774527,-122.381777
-13623487.25,4574509.912,2759,08FG0606,08-1003,2008/02/01 00:00:00+00,1000,Inland,Fresh Water,Yes,storm drain/ San Pablo creek,Richmond,Contra Costa,37.965188,-122.381855
-13623509.18,4519472.807,2760,08FG2001,Aug-09,2008/06/09 00:00:00+00,1205,Inland,Fresh Water,Yes,Storm Drain to nearby unknown dry creek,Hillsborough,San Mateo,37.574372,-122.382052
-13623541.69,4533477.702,2761,08FG0265,08-0429,2008/01/14 00:00:00+00,1630,Marine,Marine,Yes,San Francisco Bay,Brisbane,San Mateo,37.674016,-122.382344
-13623577.88,4647956.114,2762,08FG1171,Aug-34,2008/03/21 00:00:00+00,1300,Inland,Fresh Water,Yes,Conn Creek,Rutherford,Napa,38.483502,-122.382669
-13623710.78,4508206.502,2763,08FG2421,Aug-13,2008/07/21 00:00:00+00,653,Marine,Marine,Yes,storm drain tributary to,San Mateo,San Mateo,37.494116,-122.383863
-13623715.45,4523113.899,2764,08FG0154,08-0222,2008/01/04 00:00:00+00,930,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.600291,-122.383905
-13623715.45,4523113.899,2765,08FG0503,08-0834,2008/01/18 00:00:00+00,1500,Inland,Fresh Water,Yes,storm drain,San Bruno,San Mateo,37.600291,-122.383905
-13623731.26,4524657.591,2766,08FG0027,08-0004,2008/01/01 00:00:00+00,1121,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.611277,-122.384047
-13623781.91,4523510.128,2767,08FG0155,08-0223,2008/01/04 00:00:00+00,930,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.603111,-122.384502
-13623818.76,4538331.879,2768,08FG0284,08-0461,2008/01/15 00:00:00+00,900,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.708522,-122.384833
-13623842.58,4547128.639,2769,08FG3119,Aug-48,2008/09/24 00:00:00+00,1930,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.771013,-122.385047
-13623864.22,4951105.476,2770,08FG3065,Aug-23,2008/09/18 00:00:00+00,1435,Inland,Fresh Water,Yes,Storm drain,Redding,Shasta,40.583527,-122.385241
-13623868.18,4527445.132,2771,08FG1992,Aug-92,2008/06/09 00:00:00+00,645,Marine,Marine,Yes,South San Francisco Bay,Redwood City,San Mateo,37.631111,-122.385277
-13623937.54,4520060.769,2772,08FG1463,Aug-88,2008/04/18 00:00:00+00,1125,Inland,Fresh Water,Yes,Storm drain,Burlingame,San Mateo,37.578558,-122.3859
-13623942.1,4546186.402,2773,08FG0081,08-0105,2008/01/04 00:00:00+00,1500,Marine,Marine,Yes,San Francisco,San Francisco,San Francisco,37.764322,-122.385941
-13623942.77,4525354.055,2774,08FG0993,08-1843,2008/03/05 00:00:00+00,1212,Inland,Fresh Water,Yes,Storm Drain, ,San Mateo,37.616233,-122.385947
-13623949.23,4547668.164,2775,08FG1274,Aug-62,2008/03/31 00:00:00+00,1645,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.774844,-122.386005
-13623952.01,4525357.568,2776,08FG0856,08-1515,2008/02/22 00:00:00+00,1514,Marine,Marine,Yes,Storm drain,San Francisco,San Mateo,37.616258,-122.38603
-13623981.06,4546260.753,2777,08FG0067,08-0086,2008/01/04 00:00:00+00,1500,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.76485,-122.386291
-13624052.86,4484696.426,2778,08FG3296,Aug-65,2008/10/12 00:00:00+00,1217,Inland,Fresh Water,Yes,San Gregorio Creek,San Gregorio,San Mateo,37.326363,-122.386936
-13624084.37,4543630.921,2779,08FG3969,Aug-82,2008/12/16 00:00:00+00,900,Inland,Fresh Water,Yes,Ilisas Creek / S.F. Bay,San Francisco,San Francisco,37.746172,-122.387219
-13624106.67,4951999.346,2780,08FG4090,Aug-39,2008/12/30 00:00:00+00,826,Inland,Fresh Water,Yes,Storm Drain / Anderson-Cottonwood Irrigation Dist,Redding,Shasta,40.589625,-122.387419
-13624127,4520315.151,2781,08FG0360,08-0629,2008/01/18 00:00:00+00,1100,Inland,Fresh Water,Yes,Mills creek,Burlingame,San Mateo,37.580369,-122.387602
-13624144.74,4948154.436,2782,08FG3242,Aug-22,2008/10/06 00:00:00+00,1215,Inland,Fresh Water,Yes,Storm Drain,Redding,Shasta,40.563391,-122.387761
-13624174.09,4549400.581,2783,08FG3618,Aug-97,2008/11/14 00:00:00+00,1030,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.787144,-122.388025
-13624216.73,4569568.825,2784,08FG2318,Aug-61,2008/07/10 00:00:00+00,1338,Marine,Marine,Yes,San Francisco Bay,Richmond,Contra Costa,37.930186,-122.388408
-13624245.11,4519279.262,2785,08FG0185,08-0271,2008/01/07 00:00:00+00,1139,Inland,Fresh Water,Yes,storm drain,Burlingame,San Mateo,37.572994,-122.388663
-13624283.52,4526009.527,2786,08FG3777,Aug-56,2008/11/30 00:00:00+00,948,Inland,Fresh Water,Yes,Storm Drain,San Francisco,San Mateo,37.620897,-122.389008
-13624291.2,4519285.441,2787,08FG3976,Aug-93,2008/12/18 00:00:00+00,746,Inland,Fresh Water,Yes,Storm drain goes into Easton Creek which ultimatel,Burlingame,San Mateo,37.573038,-122.389077
-13624319.36,4519090.776,2788,08FG3136,Aug-93,2008/09/26 00:00:00+00,1015,Inland,Fresh Water,Yes,Unknown Creek,Burlingame,San Mateo,37.571652,-122.38933
-13624417.66,4568856.414,2789,08FG1847,Aug-43,2008/05/25 00:00:00+00,1020,Marine,Marine,Yes,to San Francisco bay,Richmond,Contra Costa,37.925138,-122.390213
-13624483.23,4526006.014,2790,08FG3763,Aug-28,2008/11/29 00:00:00+00,154,Inland,Fresh Water,Yes,storm drain tributary of  San Francisco Bay,San Francisco,San Mateo,37.620872,-122.390802
-13624495.03,4525910.304,2791,08FG1002,08-1861,2008/03/06 00:00:00+00,944,Inland,Fresh Water,Yes,Storm Drain, ,San Mateo,37.620191,-122.390908
-13624534.32,4525639.343,2792,08FG0566,08-0939,2008/01/31 00:00:00+00,829,Inland,Fresh Water,Yes,storm drain,S San Francisco,San Mateo,37.618263,-122.391261
-13624597.66,4547745.201,2793,08FG2183,Aug-61,2008/06/26 00:00:00+00,1600,Marine,Marine,Yes,Mission Creek,San Francisco,San Francisco,37.775391,-122.39183
-13624671.25,4547696.754,2794,08FG3605,Aug-45,2008/11/12 00:00:00+00,945,Inland,Fresh Water,Yes,Mission Creek leads to the bay after 2000ft,San Francisco,San Francisco,37.775047,-122.392491
-13624702.53,4538373.669,2795,08FG2353,Aug-48,2008/07/11 00:00:00+00,1557,Inland,Fresh Water,Yes,Iflais Creek,San Francisco,San Francisco,37.708819,-122.392772
-13624725.16,4950521.235,2796,08FG1609,Aug-15,2008/05/02 00:00:00+00,1615,Inland,Fresh Water,Yes,Calaboose Creek,Redding,Shasta,40.579541,-122.392975
-13624769.69,4956437.51,2797,08FG1937,Aug-57,2008/06/03 00:00:00+00,1300,Inland,Fresh Water,Yes,Bolder Creek,Redding,Shasta,40.619894,-122.393375
-13624769.88,4550709.803,2798,08FG3592,Aug-14,2008/11/11 00:00:00+00,1520,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.796438,-122.393377
-13624814.4,4550581.466,2799,08FG2576,Aug-67,2008/08/05 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain to S.F. Bay,San Francisco,San Francisco,37.795527,-122.393777
-13624841.34,4527119.876,2800,08FG0653,08-1087,2008/02/05 00:00:00+00,1145,Inland,Fresh Water,Yes,Storm Drain,San Francisco,San Mateo,37.628797,-122.394019
-13624901.34,4551274.169,2801,08FG0965,08-1762,2008/03/02 00:00:00+00,1806,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.800444,-122.394558
-13624916.15,4521846.769,2802,08FG1538,Aug-68,2008/04/27 00:00:00+00,1600,Inland,Fresh Water,Yes,Storm drain/ Bay,Millbrea,San Mateo,37.591272,-122.394691
-13624950.55,4555125.663,2803,08FG2481,Aug-49,2008/07/26 00:00:00+00,730,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.827777,-122.395
-13625002.8,4945043.146,2804,08FG2640,Aug-15,2008/08/11 00:00:00+00,1014,Inland,Fresh Water,Yes,Oregon Gulch Creek,Redding,Shasta,40.542155,-122.395469
-13625116.19,4523859.018,2805,08FG0156,08-0225,2008/01/05 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.605594,-122.396488
-13625314.11,4524501.469,2806,08FG0150,08-0218,2008/01/04 00:00:00+00,930,Inland,Fresh Water,Yes,Storm drain,Millbrea,San Mateo,37.610166,-122.398266
-13625381.24,4551404.488,2807,08FG3869,Aug-67,2008/12/08 00:00:00+00,1500,Inland,Fresh Water,Yes,San Francisco Bay,San Francisco,San Francisco,37.801369,-122.398869
-13625500.24,4535337.457,2808,08FG1528,Aug-49,2008/04/25 00:00:00+00,1430,Inland,Fresh Water,Yes,unknown creek,Brisbane,San Mateo,37.687238,-122.399938
-13625504.36,4528932.388,2809,08FG1592,Aug-81,2008/04/30 00:00:00+00,1600,Inland,Fresh Water,Yes,Colma Creek / San Francisco Bay,South San Francisco,San Mateo,37.641691,-122.399975
-13625586.51,4523307.937,2810,08FG0501,08-0832,2008/01/18 00:00:00+00,1500,Inland,Fresh Water,Yes,storm drain,Millbrae,San Mateo,37.601672,-122.400713
-13625622.51,4951541.26,2811,08FG0905,08-1591,2008/02/25 00:00:00+00,1515,Inland,Fresh Water,Yes,Storm Drain/Sciarra Slough (Drainage Ditch),Redding,Shasta,40.5865,-122.401036
-13625692.6,4543504.923,2812,08FG1888,Aug-64,2008/05/30 00:00:00+00,949,Marine,Marine,Yes,Strom Drain,San Francisco,San Francisco,37.745277,-122.401666
-13625716.8,4951830.328,2813,08FG3289,Aug-40,2008/10/10 00:00:00+00,1530,Inland,Fresh Water,Yes,Storm Drain,Redding,Shasta,40.588472,-122.401883
-13625723.55,4553285.905,2814,08FG2854,Aug-23,2008/08/29 00:00:00+00,830,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.814722,-122.401944
-13625910.68,4579951.474,2815,08FG3279,Aug-18,2008/10/09 00:00:00+00,1210,Marine,Marine,Yes,Pacific Ocean,Richmond,Contra Costa,38.003716,-122.403625
-13626024.78,4552294.783,2816,08FG2069,Aug-36,2008/05/29 00:00:00+00,935,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.807688,-122.40465
-13626064.97,4549986.287,2817,08FG3343,Aug-91,2008/10/16 00:00:00+00,1730,Inland,Fresh Water,Yes,Drain of some kind,San Francisco,San Francisco,37.791302,-122.405011
-13626075.1,4552296.755,2818,08FG3254,Aug-40,2008/10/06 00:00:00+00,2230,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.807702,-122.405102
-13626236.29,4552370.727,2819,08FG3426,Aug-23,2008/10/26 00:00:00+00,1607,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.808227,-122.40655
-13626239.07,4552389.889,2820,08FG2810,Aug-93,2008/08/25 00:00:00+00,1300,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.808363,-122.406575
-13626247.97,4521712.043,2821,08FG1534,Aug-61,2008/04/26 00:00:00+00,1900,Inland,Fresh Water,Yes,Unnamed Seasonal Creek,Millbrea,San Mateo,37.590313,-122.406655
-13626261,4527414.63,2822,08FG3409,Aug-89,2008/10/24 00:00:00+00,1345,Inland,Fresh Water,Yes,Storm Drain leads to SF Bay,San Bruno,San Mateo,37.630894,-122.406772
-13626324,4531110.939,2823,08FG0082,08-0106,2008/01/04 00:00:00+00,1200,Inland,Fresh Water,Yes,Colma Creek,South San Francisco,San Mateo,37.657186,-122.407338
-13626342.04,4576746.612,2824,08FG3982,Aug-13,2008/12/19 00:00:00+00,503,Marine,Marine,Yes,San Pablo Bay,Richmond,Contra Costa,37.981027,-122.4075
-13626344.86,4951522.937,2825,08FG2832,Aug-53,2008/08/27 00:00:00+00,700,Inland,Fresh Water,Yes,Storm Drain tributary to Jenny Creek which leads t,Redding,Shasta,40.586375,-122.407525
-13626407.31,4950992.758,2826,08FG3271,Aug-90,2008/10/08 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm drain leads to Sciarra Slough,Redding,Shasta,40.582758,-122.408086
-13626504.34,4522135.895,2827,08FG1164,08-1664,2008/02/27 00:00:00+00,1500,Inland,Fresh Water,Yes,Seasonal Creek,Millbrea,San Mateo,37.59333,-122.408958
-13626505.9,4553373.129,2828,08FG0819,08-1440,2008/02/19 00:00:00+00,1730,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.815341,-122.408972
-13626527.5,4552424.832,2829,08FG1090,Aug-82,2008/03/15 00:00:00+00,1030,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.808611,-122.409166
-13626527.5,4526428.073,2830,08FG2489,Aug-61,2008/07/26 00:00:00+00,1630,Inland,Fresh Water,Yes,Storm drain,San Bruno,San Mateo,37.623875,-122.409166
-13626609.21,4525692.467,2831,08FG3082,Aug-53,2008/09/20 00:00:00+00,820,Inland,Fresh Water,Yes,"Storm Drain, runs to San Francisco Bay",San Bruno,San Mateo,37.618641,-122.4099
-13626738.67,4568468.052,2832,08FG2964,Aug-73,2008/09/09 00:00:00+00,830,Marine,Marine,Yes,S.F. Bay,Richmond,Contra Costa,37.922386,-122.411063
-13626760.04,4526169.607,2833,08FG1181,Aug-58,2008/03/22 00:00:00+00,2011,Marine,Marine,Yes,San Francisco Bay,San Bruno,San Mateo,37.622036,-122.411255
-13626818.49,4569782.078,2834,08FG2998,Aug-59,2008/09/11 00:00:00+00,1330,Marine,Marine,Yes,S.F. Bay,Richmond,Contra Costa,37.931697,-122.41178
-13626821.94,4531166.34,2835,08FG0433,08-0742,2008/01/25 00:00:00+00,1305,Inland,Fresh Water,Yes,"Storm Drain, Colma Creek",South San Francisco,San Mateo,37.65758,-122.411811
-13626882.49,4526995.342,2836,08FG0505,08-0838,2008/01/28 00:00:00+00,1545,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.627911,-122.412355
-13626912.78,4568735.331,2837,08FG1284,Aug-88,2008/04/02 00:00:00+00,730,Marine,Marine,Yes,San Francisco Bay.,Richmond,Contra Costa,37.92428,-122.412627
-13627148.81,4951026.91,2838,08FG0996,08-1848,2008/03/05 00:00:00+00,1300,Inland,Fresh Water,Yes,Jenny Creek,Redding,Shasta,40.582991,-122.414747
-13627183.77,4951022.513,2839,08FG1376,Aug-89,2008/04/03 00:00:00+00,1400,Inland,Fresh Water,Yes,Storm drain which leads to Jenny Creek which flows,Redding,Shasta,40.582961,-122.415061
-13627186.73,4474487.269,2840,08FG0684,08-1150,2008/02/06 00:00:00+00,1200,Marine,Marine,Yes,Gazos Creek Beach,Pescadero,San Mateo,37.2534,-122.415088
-13627224.47,4530227.091,2841,08FG0844,08-1497,2008/02/21 00:00:00+00,1200,Marine,Marine,Yes,Coma Creek,South San Francisco,San Mateo,37.6509,-122.415427
-13627241.88,4951013.572,2842,08FG3817,Aug-46,2008/12/03 00:00:00+00,1535,Inland,Fresh Water,Yes,Rock/ Dirt lined containment Pond,Redding,Shasta,40.5829,-122.415583
-13627242.17,4526930.546,2843,08FG0153,08-0221,2008/01/04 00:00:00+00,930,Inland,Fresh Water,Yes,Storm drain,Millbrea,San Mateo,37.62745,-122.415586
-13627365.51,4525379.07,2844,08FG2502,Aug-88,2008/07/16 00:00:00+00,825,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.616411,-122.416694
-13627370.74,4552449.067,2845,08FG3981,Aug-08,2008/12/18 00:00:00+00,1645,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.808783,-122.416741
-13627372.97,4570418.334,2846,08FG2540,Aug-80,2008/07/31 00:00:00+00,1524,Marine,Marine,Yes,S.F. Bay,Richmond,Contra Costa,37.936205,-122.416761
-13627416.5,4552580.527,2847,08FG3072,Aug-35,2008/09/19 00:00:00+00,1015,Inland,Fresh Water,Yes,San Francisco Bay,San Francisco,San Francisco,37.809716,-122.417152
-13627455.24,4552933.633,2848,08FG2054,Aug-21,2008/06/14 00:00:00+00,10:03,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.812222,-122.4175
-13627470.38,4552468.652,2849,08FG0052,08-0060,2008/01/04 00:00:00+00,930,Marine,Marine,Yes, ,San Francisco,San Francisco,37.808922,-122.417636
-13627480.28,4552627.166,2850,08FG3651,Aug-76,2008/11/17 00:00:00+00,2130,Marine,Marine,Yes,Y,San Francisco,San Francisco,37.810047,-122.417725
-13627496.31,4552637.311,2851,08FG2050,Aug-13,2008/06/13 00:00:00+00,1300,Inland,Fresh Water,Yes,San Francisco Bay,San Francisco,San Francisco,37.810119,-122.417869
-13627653.72,4554720.903,2852,08FG3560,Aug-58,2008/11/08 00:00:00+00,1235,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.824905,-122.419283
-13627671.64,4552894.461,2853,08FG2111,Aug-53,2008/06/19 00:00:00+00,1100,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.811944,-122.419444
-13627713.72,4552301.123,2854,08FG0241,08-0377,2008/01/11 00:00:00+00,1540,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.807733,-122.419822
-13627717.06,4552500.354,2855,08FG0845,08-1498,2008/02/21 00:00:00+00,1745,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.809147,-122.419852
-13627764.37,4552620.543,2856,08FG2331,Aug-95,2008/07/11 00:00:00+00,1405,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.81,-122.420277
-13627874.47,4554956.541,2857,08FG1322,Aug-80,2008/04/05 00:00:00+00,1235,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.826577,-122.421266
-13627949.94,4558845.492,2858,08FG2293,Aug-90,2008/07/08 00:00:00+00,1045,Marine,Marine,Yes,San Francisco Bay,Tiburon,Marin,37.854166,-122.421944
-13628079.52,4552190.378,2859,08FG0162,08-0235,2008/01/07 00:00:00+00,945,Marine,Marine,Yes,San Francisco,San Francisco,San Francisco,37.806947,-122.423108
-13628103.67,4555143.703,2860,08FG1208,Aug-14,2008/03/25 00:00:00+00,1100,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.827905,-122.423325
-13628269.32,4552075.266,2861,08FG3710,Aug-37,2008/11/25 00:00:00+00,900,Marine,Marine,Yes,Pacific Ocean,San Francisco,San Francisco,37.80613,-122.424813
-13628370.84,4531014.761,2862,08FG0426,08-0735,2008/01/25 00:00:00+00,2030,Inland,Fresh Water,Yes,Colma Creek,South San Francisco,San Mateo,37.656502,-122.425725
-13628378.18,4525463.672,2863,08FG3654,Aug-81,2008/11/18 00:00:00+00,845,Inland,Fresh Water,Yes,storm drain,San Bruno,San Mateo,37.617013,-122.425791
-13628624.35,4948854.597,2864,08FG2584,Aug-76,2008/08/05 00:00:00+00,1330,Inland,Fresh Water,Yes,Confined in a dry drainage ditch,Redding,Shasta,40.568169,-122.428002
-13628688.99,4570135.345,2865,08FG0256,08-0352,2008/01/10 00:00:00+00,1820,Marine,Marine,Yes,Richmond Bay,Richmond,Contra Costa,37.9342,-122.428583
-13628762.24,4529819.64,2866,08FG1306,Aug-31,2008/04/03 00:00:00+00,815,Inland,Fresh Water,Yes,Colma Creek which flows to North Canal and then in,South San Francisco,San Mateo,37.648002,-122.429241
-13628803.98,4526336.295,2867,08FG4054,Aug-56,2008/12/26 00:00:00+00,1027,Inland,Fresh Water,Yes,Storm Drain to the San Francisco Bay,San Bruno,San Mateo,37.623222,-122.429616
-13628836.48,4504519.116,2868,08FG1184,Aug-63,2008/03/23 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm drain,Half Moon Bay,San Mateo,37.46783,-122.429908
-13628952.48,4524981.646,2869,08FG2686,Aug-29,2008/08/14 00:00:00+00,1600,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.613583,-122.43095
-13628956.54,5003473.035,2870,08FG3477,Aug-38,2008/10/31 00:00:00+00,554,Inland,Fresh Water,Yes,Dog Creek,Unincorporated Area,Shasta,40.939841,-122.430986
-13628996.05,4948620.129,2871,08FG2694,Aug-43,2008/08/14 00:00:00+00,2000,Inland,Fresh Water,Yes,storm drain,Redding,Shasta,40.566569,-122.431341
-13628998.46,4552363.4,2872,08FG0211,08-0315,2008/01/09 00:00:00+00,1015,Marine,Marine,Yes,SAN FRANCISCO BAY,San Francisco,San Francisco,37.808175,-122.431363
-13629149.41,4552327.752,2873,08FG3772,Aug-46,2008/11/29 00:00:00+00,1637,Marine,Marine,Yes,Gas House Cove,San Francisco,San Francisco,37.807922,-122.432719
-13629248.7,4504632.443,2874,08FG1146,Aug-98,2008/03/20 00:00:00+00,700,Inland,Fresh Water,Yes,storm drain,Half Moon Bay,San Mateo,37.468638,-122.433611
